crawl,primary_language,pages,urls,%pages/crawl
CC-MAIN-2020-05,aar,5329,5295,0.0002
CC-MAIN-2020-05,abk,12123,12105,0.0004
CC-MAIN-2020-05,afr,368432,367236,0.0119
CC-MAIN-2020-05,aka,2994,2992,0.0001
CC-MAIN-2020-05,amh,71116,69935,0.0023
CC-MAIN-2020-05,ara,16458287,16285429,0.5307
CC-MAIN-2020-05,asm,26365,26247,0.0009
CC-MAIN-2020-05,aym,3489,3476,0.0001
CC-MAIN-2020-05,aze,1416806,1410897,0.0457
CC-MAIN-2020-05,bak,66369,66312,0.0021
CC-MAIN-2020-05,bel,645629,640135,0.0208
CC-MAIN-2020-05,ben,2010455,1995427,0.0648
CC-MAIN-2020-05,bih,21632,21450,0.0007
CC-MAIN-2020-05,bis,3707,3702,0.0001
CC-MAIN-2020-05,blu,13673,13070,0.0004
CC-MAIN-2020-05,bod,61240,60782,0.0020
CC-MAIN-2020-05,bos,1266438,1256065,0.0408
CC-MAIN-2020-05,bre,113478,113286,0.0037
CC-MAIN-2020-05,bul,8641281,8579881,0.2787
CC-MAIN-2020-05,cat,8506097,8451262,0.2743
CC-MAIN-2020-05,ceb,94296,94275,0.0030
CC-MAIN-2020-05,ces,32835365,32497062,1.0588
CC-MAIN-2020-05,chr,2729,2727,0.0001
CC-MAIN-2020-05,cos,74218,73364,0.0024
CC-MAIN-2020-05,crs,1904,1902,0.0001
CC-MAIN-2020-05,cym,357453,355518,0.0115
CC-MAIN-2020-05,dan,14156742,14009506,0.4565
CC-MAIN-2020-05,deu,175911564,174141615,5.6726
CC-MAIN-2020-05,div,45886,45449,0.0015
CC-MAIN-2020-05,dzo,2541,2541,0.0001
CC-MAIN-2020-05,ell,16846663,16716385,0.5432
CC-MAIN-2020-05,eng,1369923445,1355999659,44.1754
CC-MAIN-2020-05,epo,302777,301985,0.0098
CC-MAIN-2020-05,est,5034428,4974298,0.1623
CC-MAIN-2020-05,eus,1110767,1099017,0.0358
CC-MAIN-2020-05,fao,134233,133466,0.0043
CC-MAIN-2020-05,fas,15776532,15621864,0.5087
CC-MAIN-2020-05,fij,2476,2471,0.0001
CC-MAIN-2020-05,fin,13076030,12946698,0.4217
CC-MAIN-2020-05,fra,143760178,142413672,4.6358
CC-MAIN-2020-05,fry,91382,91187,0.0029
CC-MAIN-2020-05,gla,44113,44030,0.0014
CC-MAIN-2020-05,gle,183988,182874,0.0059
CC-MAIN-2020-05,glg,1228453,1221969,0.0396
CC-MAIN-2020-05,glv,13717,13694,0.0004
CC-MAIN-2020-05,got,1363,1360,0.0000
CC-MAIN-2020-05,grn,22229,22082,0.0007
CC-MAIN-2020-05,guj,250735,246268,0.0081
CC-MAIN-2020-05,hat,48226,47882,0.0016
CC-MAIN-2020-05,hau,42069,41565,0.0014
CC-MAIN-2020-05,haw,13269,13181,0.0004
CC-MAIN-2020-05,heb,8914615,8831167,0.2875
CC-MAIN-2020-05,hin,3067211,3048584,0.0989
CC-MAIN-2020-05,hrv,6448096,6395799,0.2079
CC-MAIN-2020-05,hun,15956591,15822885,0.5145
CC-MAIN-2020-05,hye,1149074,1142837,0.0371
CC-MAIN-2020-05,ibo,7773,7745,0.0003
CC-MAIN-2020-05,iku,7195,7099,0.0002
CC-MAIN-2020-05,ile,8392,8360,0.0003
CC-MAIN-2020-05,ina,23589,23529,0.0008
CC-MAIN-2020-05,ind,22793912,22612403,0.7350
CC-MAIN-2020-05,ipk,3134,3000,0.0001
CC-MAIN-2020-05,isl,1375351,1352291,0.0444
CC-MAIN-2020-05,ita,73303541,72700619,2.3638
CC-MAIN-2020-05,jav,72000,71874,0.0023
CC-MAIN-2020-05,jpn,144490249,143586999,4.6593
CC-MAIN-2020-05,kal,33120,32820,0.0011
CC-MAIN-2020-05,kan,255679,253867,0.0082
CC-MAIN-2020-05,kas,182,182,0.0000
CC-MAIN-2020-05,kat,1455299,1446412,0.0469
CC-MAIN-2020-05,kaz,755987,749004,0.0244
CC-MAIN-2020-05,kha,5265,5242,0.0002
CC-MAIN-2020-05,khm,242996,239696,0.0078
CC-MAIN-2020-05,kin,51767,50773,0.0017
CC-MAIN-2020-05,kir,191475,190978,0.0062
CC-MAIN-2020-05,kor,23755322,23636221,0.7660
CC-MAIN-2020-05,kur,214450,212469,0.0069
CC-MAIN-2020-05,lao,95936,93829,0.0031
CC-MAIN-2020-05,lat,2298488,2292170,0.0741
CC-MAIN-2020-05,lav,3553784,3525174,0.1146
CC-MAIN-2020-05,lif,53,51,0.0000
CC-MAIN-2020-05,lin,7014,6948,0.0002
CC-MAIN-2020-05,lit,6284863,6235115,0.2027
CC-MAIN-2020-05,ltz,133758,133290,0.0043
CC-MAIN-2020-05,lug,5716,5711,0.0002
CC-MAIN-2020-05,mal,528790,524972,0.0171
CC-MAIN-2020-05,mar,457184,452481,0.0147
CC-MAIN-2020-05,mfe,2203,2189,0.0001
CC-MAIN-2020-05,mkd,763911,757151,0.0246
CC-MAIN-2020-05,mlg,114557,114340,0.0037
CC-MAIN-2020-05,mlt,99704,98597,0.0032
CC-MAIN-2020-05,mon,556606,551632,0.0179
CC-MAIN-2020-05,mri,39981,39813,0.0013
CC-MAIN-2020-05,msa,4769640,4754481,0.1538
CC-MAIN-2020-05,mya,386261,378884,0.0125
CC-MAIN-2020-05,nau,855,849,0.0000
CC-MAIN-2020-05,nep,504002,498495,0.0163
CC-MAIN-2020-05,new,17,17,0.0000
CC-MAIN-2020-05,nld,55848187,55279057,1.8009
CC-MAIN-2020-05,nno,665061,661169,0.0214
CC-MAIN-2020-05,nor,10718534,10601727,0.3456
CC-MAIN-2020-05,nso,5668,5667,0.0002
CC-MAIN-2020-05,nya,6057,6045,0.0002
CC-MAIN-2020-05,oci,134644,133934,0.0043
CC-MAIN-2020-05,ori,61595,61023,0.0020
CC-MAIN-2020-05,orm,10496,10414,0.0003
CC-MAIN-2020-05,pan,171249,169329,0.0055
CC-MAIN-2020-05,pol,52016828,51520866,1.6774
CC-MAIN-2020-05,por,67169667,66652285,2.1660
CC-MAIN-2020-05,pus,88008,87155,0.0028
CC-MAIN-2020-05,que,33519,33490,0.0011
CC-MAIN-2020-05,roh,41298,41086,0.0013
CC-MAIN-2020-05,ron,16970205,16822468,0.5472
CC-MAIN-2020-05,run,2504,2425,0.0001
CC-MAIN-2020-05,rus,206873420,205142957,6.6710
CC-MAIN-2020-05,sag,739,739,0.0000
CC-MAIN-2020-05,san,89000,88382,0.0029
CC-MAIN-2020-05,sco,15674,15630,0.0005
CC-MAIN-2020-05,sin,197414,195717,0.0064
CC-MAIN-2020-05,slk,10442027,10347535,0.3367
CC-MAIN-2020-05,slv,4943676,4904444,0.1594
CC-MAIN-2020-05,smo,8004,7956,0.0003
CC-MAIN-2020-05,sna,7465,7429,0.0002
CC-MAIN-2020-05,snd,26483,26324,0.0009
CC-MAIN-2020-05,som,107587,106970,0.0035
CC-MAIN-2020-05,sot,10181,10160,0.0003
CC-MAIN-2020-05,spa,133327951,132188751,4.2994
CC-MAIN-2020-05,sqi,1182034,1172178,0.0381
CC-MAIN-2020-05,srp,7114831,7046661,0.2294
CC-MAIN-2020-05,ssw,1081,1076,0.0000
CC-MAIN-2020-05,sun,38892,38801,0.0013
CC-MAIN-2020-05,sux,47,47,0.0000
CC-MAIN-2020-05,swa,226725,225318,0.0073
CC-MAIN-2020-05,swe,24264337,24026639,0.7824
CC-MAIN-2020-05,syr,11966,11930,0.0004
CC-MAIN-2020-05,tam,1422056,1413596,0.0459
CC-MAIN-2020-05,tat,208525,207936,0.0067
CC-MAIN-2020-05,tel,530418,528354,0.0171
CC-MAIN-2020-05,tgk,165441,164659,0.0053
CC-MAIN-2020-05,tgl,202997,202384,0.0065
CC-MAIN-2020-05,tha,10147301,10073065,0.3272
CC-MAIN-2020-05,tir,21703,21152,0.0007
CC-MAIN-2020-05,ton,1883,1882,0.0001
CC-MAIN-2020-05,tsn,9267,9064,0.0003
CC-MAIN-2020-05,tso,1998,1997,0.0001
CC-MAIN-2020-05,tuk,43865,43556,0.0014
CC-MAIN-2020-05,tur,25234178,25016291,0.8137
CC-MAIN-2020-05,uig,43797,43665,0.0014
CC-MAIN-2020-05,ukr,10767748,10693121,0.3472
CC-MAIN-2020-05,urd,748790,740917,0.0241
CC-MAIN-2020-05,uzb,583902,580036,0.0188
CC-MAIN-2020-05,ven,986,985,0.0000
CC-MAIN-2020-05,vie,23056197,22857612,0.7435
CC-MAIN-2020-05,vol,35263,35247,0.0011
CC-MAIN-2020-05,war,133950,133582,0.0043
CC-MAIN-2020-05,wol,5198,5186,0.0002
CC-MAIN-2020-05,xho,9446,9416,0.0003
CC-MAIN-2020-05,yid,84711,84673,0.0027
CC-MAIN-2020-05,yor,29762,29722,0.0010
CC-MAIN-2020-05,zha,2433,2429,0.0001
CC-MAIN-2020-05,zho,222817090,221713019,7.1851
CC-MAIN-2020-05,zul,18963,18947,0.0006
CC-MAIN-2020-10,<unknown>,60503588,60503588,2.3005
CC-MAIN-2020-10,aar,3660,3609,0.0001
CC-MAIN-2020-10,abk,7648,7639,0.0003
CC-MAIN-2020-10,afr,275550,274518,0.0105
CC-MAIN-2020-10,aka,2266,2259,0.0001
CC-MAIN-2020-10,amh,48896,48756,0.0019
CC-MAIN-2020-10,ara,15037318,14908782,0.5718
CC-MAIN-2020-10,asm,20591,20529,0.0008
CC-MAIN-2020-10,aym,1891,1875,0.0001
CC-MAIN-2020-10,aze,1265345,1258932,0.0481
CC-MAIN-2020-10,bak,30998,30974,0.0012
CC-MAIN-2020-10,bel,480513,478298,0.0183
CC-MAIN-2020-10,ben,1739875,1731729,0.0662
CC-MAIN-2020-10,bih,10513,10479,0.0004
CC-MAIN-2020-10,bis,3994,3986,0.0002
CC-MAIN-2020-10,blu,8732,8715,0.0003
CC-MAIN-2020-10,bod,38148,38078,0.0015
CC-MAIN-2020-10,bos,1023585,1017694,0.0389
CC-MAIN-2020-10,bre,63495,63424,0.0024
CC-MAIN-2020-10,bul,7536516,7489505,0.2866
CC-MAIN-2020-10,cat,6835332,6789173,0.2599
CC-MAIN-2020-10,ceb,69004,68957,0.0026
CC-MAIN-2020-10,ces,26633610,26360218,1.0127
CC-MAIN-2020-10,chr,1018,1018,0.0000
CC-MAIN-2020-10,cos,53059,52756,0.0020
CC-MAIN-2020-10,crs,1797,1784,0.0001
CC-MAIN-2020-10,cym,271819,270220,0.0103
CC-MAIN-2020-10,dan,11558013,11448900,0.4395
CC-MAIN-2020-10,deu,146413965,144955802,5.5671
CC-MAIN-2020-10,div,42264,42130,0.0016
CC-MAIN-2020-10,dzo,1931,1931,0.0001
CC-MAIN-2020-10,ell,14037484,13951839,0.5338
CC-MAIN-2020-10,eng,1118115804,1107143745,42.5145
CC-MAIN-2020-10,epo,236993,236087,0.0090
CC-MAIN-2020-10,est,4181864,4146203,0.1590
CC-MAIN-2020-10,eus,905164,892917,0.0344
CC-MAIN-2020-10,fao,104915,104403,0.0040
CC-MAIN-2020-10,fas,13904753,13791278,0.5287
CC-MAIN-2020-10,fij,2292,2286,0.0001
CC-MAIN-2020-10,fin,10220564,10128103,0.3886
CC-MAIN-2020-10,fra,118484916,117418841,4.5052
CC-MAIN-2020-10,fry,71067,70795,0.0027
CC-MAIN-2020-10,gla,29254,29200,0.0011
CC-MAIN-2020-10,gle,151843,151114,0.0058
CC-MAIN-2020-10,glg,1028924,1023395,0.0391
CC-MAIN-2020-10,glv,8905,8893,0.0003
CC-MAIN-2020-10,got,488,488,0.0000
CC-MAIN-2020-10,grn,18055,18010,0.0007
CC-MAIN-2020-10,guj,214455,212922,0.0082
CC-MAIN-2020-10,hat,30642,30565,0.0012
CC-MAIN-2020-10,hau,36656,36381,0.0014
CC-MAIN-2020-10,haw,11025,10947,0.0004
CC-MAIN-2020-10,heb,7314034,7249240,0.2781
CC-MAIN-2020-10,hin,2763801,2750502,0.1051
CC-MAIN-2020-10,hrv,5391539,5353124,0.2050
CC-MAIN-2020-10,hun,13354650,13260690,0.5078
CC-MAIN-2020-10,hye,1003257,996839,0.0381
CC-MAIN-2020-10,ibo,9798,9775,0.0004
CC-MAIN-2020-10,iku,4529,4496,0.0002
CC-MAIN-2020-10,ile,6953,6932,0.0003
CC-MAIN-2020-10,ina,14817,14787,0.0006
CC-MAIN-2020-10,ind,18548274,18417578,0.7053
CC-MAIN-2020-10,ipk,1803,1753,0.0001
CC-MAIN-2020-10,isl,1032749,1016227,0.0393
CC-MAIN-2020-10,ita,60334400,59887626,2.2941
CC-MAIN-2020-10,jav,43988,43902,0.0017
CC-MAIN-2020-10,jpn,127916585,127209550,4.8638
CC-MAIN-2020-10,kal,31176,31049,0.0012
CC-MAIN-2020-10,kan,238471,237765,0.0091
CC-MAIN-2020-10,kas,48,48,0.0000
CC-MAIN-2020-10,kat,1236605,1230662,0.0470
CC-MAIN-2020-10,kaz,629113,624032,0.0239
CC-MAIN-2020-10,kha,5731,5696,0.0002
CC-MAIN-2020-10,khm,210690,209540,0.0080
CC-MAIN-2020-10,kin,39644,39418,0.0015
CC-MAIN-2020-10,kir,155210,154803,0.0059
CC-MAIN-2020-10,kor,21573992,21484980,0.8203
CC-MAIN-2020-10,kur,177993,176991,0.0068
CC-MAIN-2020-10,lao,66561,66419,0.0025
CC-MAIN-2020-10,lat,2244102,2237163,0.0853
CC-MAIN-2020-10,lav,3019922,2991653,0.1148
CC-MAIN-2020-10,lif,93,81,0.0000
CC-MAIN-2020-10,lin,5540,5525,0.0002
CC-MAIN-2020-10,lit,5104984,5063899,0.1941
CC-MAIN-2020-10,ltz,101000,100442,0.0038
CC-MAIN-2020-10,lug,5041,5031,0.0002
CC-MAIN-2020-10,mal,467927,466196,0.0178
CC-MAIN-2020-10,mar,336359,331764,0.0128
CC-MAIN-2020-10,mfe,1797,1777,0.0001
CC-MAIN-2020-10,mkd,640830,636787,0.0244
CC-MAIN-2020-10,mlg,87184,86971,0.0033
CC-MAIN-2020-10,mlt,76101,75635,0.0029
CC-MAIN-2020-10,mon,467069,465029,0.0178
CC-MAIN-2020-10,mri,25250,25107,0.0010
CC-MAIN-2020-10,msa,2924636,2914712,0.1112
CC-MAIN-2020-10,mya,279283,278355,0.0106
CC-MAIN-2020-10,nau,842,838,0.0000
CC-MAIN-2020-10,nep,402348,400601,0.0153
CC-MAIN-2020-10,new,143,143,0.0000
CC-MAIN-2020-10,nld,45605800,45149637,1.7341
CC-MAIN-2020-10,nno,467648,464680,0.0178
CC-MAIN-2020-10,nor,8481407,8397581,0.3225
CC-MAIN-2020-10,nso,1506,1506,0.0001
CC-MAIN-2020-10,nya,5870,5845,0.0002
CC-MAIN-2020-10,oci,81748,81539,0.0031
CC-MAIN-2020-10,ori,50360,50305,0.0019
CC-MAIN-2020-10,orm,6171,6145,0.0002
CC-MAIN-2020-10,pan,140450,140042,0.0053
CC-MAIN-2020-10,pol,44433331,44041494,1.6895
CC-MAIN-2020-10,por,56209517,55818467,2.1373
CC-MAIN-2020-10,pus,66230,65816,0.0025
CC-MAIN-2020-10,que,14404,14392,0.0005
CC-MAIN-2020-10,roh,57381,57217,0.0022
CC-MAIN-2020-10,ron,14701420,14585188,0.5590
CC-MAIN-2020-10,run,2637,2499,0.0001
CC-MAIN-2020-10,rus,172689286,171413054,6.5662
CC-MAIN-2020-10,sag,269,269,0.0000
CC-MAIN-2020-10,san,76372,76150,0.0029
CC-MAIN-2020-10,sco,15105,15064,0.0006
CC-MAIN-2020-10,sin,162640,161606,0.0062
CC-MAIN-2020-10,slk,9273024,9193341,0.3526
CC-MAIN-2020-10,slv,4251296,4216265,0.1616
CC-MAIN-2020-10,smo,6348,6295,0.0002
CC-MAIN-2020-10,sna,5506,5483,0.0002
CC-MAIN-2020-10,snd,19617,19424,0.0007
CC-MAIN-2020-10,som,90578,90257,0.0034
CC-MAIN-2020-10,sot,8677,8665,0.0003
CC-MAIN-2020-10,spa,108486095,107655963,4.1250
CC-MAIN-2020-10,sqi,1020332,1014739,0.0388
CC-MAIN-2020-10,srp,5893693,5842853,0.2241
CC-MAIN-2020-10,ssw,908,901,0.0000
CC-MAIN-2020-10,sun,25289,25184,0.0010
CC-MAIN-2020-10,sux,59,59,0.0000
CC-MAIN-2020-10,swa,159676,158730,0.0061
CC-MAIN-2020-10,swe,19768541,19590266,0.7517
CC-MAIN-2020-10,syr,13657,13629,0.0005
CC-MAIN-2020-10,tam,1104975,1101554,0.0420
CC-MAIN-2020-10,tat,141742,141549,0.0054
CC-MAIN-2020-10,tel,413879,411613,0.0157
CC-MAIN-2020-10,tgk,116464,115951,0.0044
CC-MAIN-2020-10,tgl,142301,141635,0.0054
CC-MAIN-2020-10,tha,8605611,8555705,0.3272
CC-MAIN-2020-10,tir,14656,14552,0.0006
CC-MAIN-2020-10,ton,1666,1665,0.0001
CC-MAIN-2020-10,tsn,8221,8139,0.0003
CC-MAIN-2020-10,tso,892,887,0.0000
CC-MAIN-2020-10,tuk,35154,34976,0.0013
CC-MAIN-2020-10,tur,22131882,21961070,0.8415
CC-MAIN-2020-10,uig,40811,40789,0.0016
CC-MAIN-2020-10,ukr,9529640,9472936,0.3623
CC-MAIN-2020-10,urd,546223,543099,0.0208
CC-MAIN-2020-10,uzb,442071,439981,0.0168
CC-MAIN-2020-10,ven,909,908,0.0000
CC-MAIN-2020-10,vie,18745307,18602585,0.7128
CC-MAIN-2020-10,vol,40221,40206,0.0015
CC-MAIN-2020-10,war,74135,73716,0.0028
CC-MAIN-2020-10,wol,4105,4081,0.0002
CC-MAIN-2020-10,xho,9492,9471,0.0004
CC-MAIN-2020-10,yid,40171,40152,0.0015
CC-MAIN-2020-10,yor,17654,17616,0.0007
CC-MAIN-2020-10,zha,989,986,0.0000
CC-MAIN-2020-10,zho,235369023,234400870,8.9495
CC-MAIN-2020-10,zul,14561,14531,0.0006
CC-MAIN-2020-16,<unknown>,71244517,71244517,2.4684
CC-MAIN-2020-16,aar,5490,5465,0.0002
CC-MAIN-2020-16,abk,10823,10742,0.0004
CC-MAIN-2020-16,afr,328015,325528,0.0114
CC-MAIN-2020-16,aka,2083,2080,0.0001
CC-MAIN-2020-16,amh,62258,61707,0.0022
CC-MAIN-2020-16,ara,14435760,14299264,0.5002
CC-MAIN-2020-16,asm,21231,21150,0.0007
CC-MAIN-2020-16,aym,2463,2426,0.0001
CC-MAIN-2020-16,aze,1512092,1503381,0.0524
CC-MAIN-2020-16,bak,38231,38154,0.0013
CC-MAIN-2020-16,bel,558764,555934,0.0194
CC-MAIN-2020-16,ben,1975279,1965598,0.0684
CC-MAIN-2020-16,bih,17543,17482,0.0006
CC-MAIN-2020-16,bis,4014,4006,0.0001
CC-MAIN-2020-16,blu,12796,12731,0.0004
CC-MAIN-2020-16,bod,49211,49133,0.0017
CC-MAIN-2020-16,bos,1179747,1172228,0.0409
CC-MAIN-2020-16,bre,86762,86680,0.0030
CC-MAIN-2020-16,bul,9612951,9544222,0.3331
CC-MAIN-2020-16,cat,8351137,8288880,0.2893
CC-MAIN-2020-16,ceb,43089,43058,0.0015
CC-MAIN-2020-16,ces,30801759,30524936,1.0672
CC-MAIN-2020-16,chr,1919,1917,0.0001
CC-MAIN-2020-16,cos,68960,68757,0.0024
CC-MAIN-2020-16,crs,2571,2566,0.0001
CC-MAIN-2020-16,cym,351053,349226,0.0122
CC-MAIN-2020-16,dan,13740381,13620149,0.4761
CC-MAIN-2020-16,deu,166238267,164574249,5.7597
CC-MAIN-2020-16,div,45236,45103,0.0016
CC-MAIN-2020-16,dzo,2734,2734,0.0001
CC-MAIN-2020-16,ell,14808881,14709957,0.5131
CC-MAIN-2020-16,eng,1230417570,1218716211,42.6305
CC-MAIN-2020-16,epo,230860,230127,0.0080
CC-MAIN-2020-16,est,5327221,5281549,0.1846
CC-MAIN-2020-16,eus,1119061,1106835,0.0388
CC-MAIN-2020-16,fao,141616,140989,0.0049
CC-MAIN-2020-16,fas,15222785,15079555,0.5274
CC-MAIN-2020-16,fij,2828,2824,0.0001
CC-MAIN-2020-16,fin,11976219,11867022,0.4149
CC-MAIN-2020-16,fra,131318453,130153919,4.5498
CC-MAIN-2020-16,fry,87041,86656,0.0030
CC-MAIN-2020-16,gla,40618,40556,0.0014
CC-MAIN-2020-16,gle,194966,194094,0.0068
CC-MAIN-2020-16,glg,1287185,1278885,0.0446
CC-MAIN-2020-16,glv,13488,13467,0.0005
CC-MAIN-2020-16,got,1143,1141,0.0000
CC-MAIN-2020-16,grn,21078,21005,0.0007
CC-MAIN-2020-16,guj,214031,211151,0.0074
CC-MAIN-2020-16,hat,37796,37638,0.0013
CC-MAIN-2020-16,hau,38690,38184,0.0013
CC-MAIN-2020-16,haw,11135,11116,0.0004
CC-MAIN-2020-16,heb,9387313,9303276,0.3252
CC-MAIN-2020-16,hin,2942743,2922709,0.1020
CC-MAIN-2020-16,hrv,6816983,6768352,0.2362
CC-MAIN-2020-16,hun,14822754,14704298,0.5136
CC-MAIN-2020-16,hye,1099670,1091914,0.0381
CC-MAIN-2020-16,ibo,10903,10882,0.0004
CC-MAIN-2020-16,iku,6850,6584,0.0002
CC-MAIN-2020-16,ile,7481,7441,0.0003
CC-MAIN-2020-16,ina,22485,22419,0.0008
CC-MAIN-2020-16,ind,20893943,20759962,0.7239
CC-MAIN-2020-16,ipk,2879,2824,0.0001
CC-MAIN-2020-16,isl,1362473,1347351,0.0472
CC-MAIN-2020-16,ita,67800294,67273336,2.3491
CC-MAIN-2020-16,jav,60922,60877,0.0021
CC-MAIN-2020-16,jpn,138240687,137395531,4.7897
CC-MAIN-2020-16,kal,34441,34126,0.0012
CC-MAIN-2020-16,kan,221715,220832,0.0077
CC-MAIN-2020-16,kas,170,170,0.0000
CC-MAIN-2020-16,kat,1427407,1418578,0.0495
CC-MAIN-2020-16,kaz,733396,727659,0.0254
CC-MAIN-2020-16,kha,5074,5047,0.0002
CC-MAIN-2020-16,khm,212589,210426,0.0074
CC-MAIN-2020-16,kin,40637,39978,0.0014
CC-MAIN-2020-16,kir,177649,176853,0.0062
CC-MAIN-2020-16,kor,21135259,21030198,0.7323
CC-MAIN-2020-16,kur,196377,195668,0.0068
CC-MAIN-2020-16,lao,75607,75425,0.0026
CC-MAIN-2020-16,lat,2831907,2825904,0.0981
CC-MAIN-2020-16,lav,3963519,3929578,0.1373
CC-MAIN-2020-16,lif,91,88,0.0000
CC-MAIN-2020-16,lin,8273,8236,0.0003
CC-MAIN-2020-16,lit,6689226,6639914,0.2318
CC-MAIN-2020-16,ltz,131785,131116,0.0046
CC-MAIN-2020-16,lug,5544,5538,0.0002
CC-MAIN-2020-16,mal,467474,464669,0.0162
CC-MAIN-2020-16,mar,359720,353471,0.0125
CC-MAIN-2020-16,mfe,1785,1761,0.0001
CC-MAIN-2020-16,mkd,677425,670514,0.0235
CC-MAIN-2020-16,mlg,89412,89110,0.0031
CC-MAIN-2020-16,mlt,85188,84466,0.0030
CC-MAIN-2020-16,mon,564131,561293,0.0195
CC-MAIN-2020-16,mri,29842,29731,0.0010
CC-MAIN-2020-16,msa,3400462,3388050,0.1178
CC-MAIN-2020-16,mya,320266,318973,0.0111
CC-MAIN-2020-16,nau,972,963,0.0000
CC-MAIN-2020-16,nep,452768,449910,0.0157
CC-MAIN-2020-16,new,134,134,0.0000
CC-MAIN-2020-16,nld,54367712,53868986,1.8837
CC-MAIN-2020-16,nno,606854,602421,0.0210
CC-MAIN-2020-16,nor,9906047,9800595,0.3432
CC-MAIN-2020-16,nso,3609,3608,0.0001
CC-MAIN-2020-16,nya,7932,7893,0.0003
CC-MAIN-2020-16,oci,90794,90593,0.0031
CC-MAIN-2020-16,ori,52457,52306,0.0018
CC-MAIN-2020-16,orm,7404,7346,0.0003
CC-MAIN-2020-16,pan,156527,155611,0.0054
CC-MAIN-2020-16,pol,49702960,49220902,1.7221
CC-MAIN-2020-16,por,61266196,60810740,2.1227
CC-MAIN-2020-16,pus,73107,72824,0.0025
CC-MAIN-2020-16,que,24375,24354,0.0008
CC-MAIN-2020-16,roh,59012,58315,0.0020
CC-MAIN-2020-16,ron,16257101,16135211,0.5633
CC-MAIN-2020-16,run,2603,2544,0.0001
CC-MAIN-2020-16,rus,199942773,198403710,6.9275
CC-MAIN-2020-16,sag,642,641,0.0000
CC-MAIN-2020-16,san,86167,85240,0.0030
CC-MAIN-2020-16,sco,17013,16950,0.0006
CC-MAIN-2020-16,sin,188617,187889,0.0065
CC-MAIN-2020-16,slk,9174966,9097865,0.3179
CC-MAIN-2020-16,slv,5546977,5498855,0.1922
CC-MAIN-2020-16,smo,13218,13183,0.0005
CC-MAIN-2020-16,sna,6416,6395,0.0002
CC-MAIN-2020-16,snd,27355,27031,0.0009
CC-MAIN-2020-16,som,83116,82915,0.0029
CC-MAIN-2020-16,sot,10523,10472,0.0004
CC-MAIN-2020-16,spa,117914699,116962092,4.0854
CC-MAIN-2020-16,sqi,1127669,1117139,0.0391
CC-MAIN-2020-16,srp,7367299,7299423,0.2553
CC-MAIN-2020-16,ssw,931,920,0.0000
CC-MAIN-2020-16,sun,33933,33831,0.0012
CC-MAIN-2020-16,sux,68,68,0.0000
CC-MAIN-2020-16,swa,209738,208795,0.0073
CC-MAIN-2020-16,swe,22532769,22320809,0.7807
CC-MAIN-2020-16,syr,13787,13741,0.0005
CC-MAIN-2020-16,tam,1167799,1161729,0.0405
CC-MAIN-2020-16,tat,158963,158308,0.0055
CC-MAIN-2020-16,tel,459063,457431,0.0159
CC-MAIN-2020-16,tgk,149242,148836,0.0052
CC-MAIN-2020-16,tgl,185565,184297,0.0064
CC-MAIN-2020-16,tha,8689641,8638234,0.3011
CC-MAIN-2020-16,tir,21962,21815,0.0008
CC-MAIN-2020-16,ton,1559,1557,0.0001
CC-MAIN-2020-16,tsn,7815,7719,0.0003
CC-MAIN-2020-16,tso,1674,1671,0.0001
CC-MAIN-2020-16,tuk,44290,43825,0.0015
CC-MAIN-2020-16,tur,23667840,23489426,0.8200
CC-MAIN-2020-16,uig,48316,48286,0.0017
CC-MAIN-2020-16,ukr,10500589,10431554,0.3638
CC-MAIN-2020-16,urd,586551,582863,0.0203
CC-MAIN-2020-16,uzb,533137,529383,0.0185
CC-MAIN-2020-16,ven,897,896,0.0000
CC-MAIN-2020-16,vie,20920807,20755700,0.7248
CC-MAIN-2020-16,vol,40440,40426,0.0014
CC-MAIN-2020-16,war,89806,89480,0.0031
CC-MAIN-2020-16,wol,6096,5961,0.0002
CC-MAIN-2020-16,xho,10810,10771,0.0004
CC-MAIN-2020-16,yid,52359,52297,0.0018
CC-MAIN-2020-16,yor,26003,25898,0.0009
CC-MAIN-2020-16,zha,2307,2302,0.0001
CC-MAIN-2020-16,zho,220824816,219789633,7.6510
CC-MAIN-2020-16,zul,16098,16063,0.0006
CC-MAIN-2020-24,<unknown>,59522517,59522517,2.1541
CC-MAIN-2020-24,aar,4052,4033,0.0001
CC-MAIN-2020-24,abk,11740,11622,0.0004
CC-MAIN-2020-24,afr,330192,328554,0.0119
CC-MAIN-2020-24,aka,1279,1277,0.0000
CC-MAIN-2020-24,amh,71308,70031,0.0026
CC-MAIN-2020-24,ara,17114822,16958396,0.6194
CC-MAIN-2020-24,asm,25309,25132,0.0009
CC-MAIN-2020-24,aym,3288,3276,0.0001
CC-MAIN-2020-24,aze,1900176,1886016,0.0688
CC-MAIN-2020-24,bak,39525,39440,0.0014
CC-MAIN-2020-24,bel,574835,572045,0.0208
CC-MAIN-2020-24,ben,2419440,2405804,0.0876
CC-MAIN-2020-24,bih,15301,15210,0.0006
CC-MAIN-2020-24,bis,2827,2819,0.0001
CC-MAIN-2020-24,blu,13256,13130,0.0005
CC-MAIN-2020-24,bod,47323,47085,0.0017
CC-MAIN-2020-24,bos,1366077,1355912,0.0494
